pedido_id,data_pedido,cliente_id,produto_id,produto,categoria,marca,quantidade,preco_unitario,desconto,frete,valor_total,canal_venda,forma_pagamento,cidade,estado,status_pedido
2627,2025-10-13,1141,104,Teclado Mecânico K80,Periféricos,ClickGo,2,323.18,0.0,7.87,654.23,Site,Boleto,Porto Alegre,RS,Entregue
2628,2025-03-03,1450,105,Monitor 24 Full HD,Monitores,ViewTop,3,924.7,0.0,7.82,2781.92,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Cancelado
2629,2025-01-18,1232,111,Tablet T10,Tablet,MobiOne,1,1476.32,0.0,0.71,1477.03,App,Cartão de Crédito,Florianópolis,SC,Faturado
2630,2025-03-29,1196,107,Headset Gamer H7,Áudio,SoundBit,2,255.9,0.0,40.13,551.93,Site,Pix,Florianópolis,SC,Entregue
2631,2025-06-17,1224,107,Headset Gamer H7,Áudio,SoundBit,3,237.98,35.7,25.46,703.7,Marketplace,Pix,Recife,PE,Faturado
2632,2025-12-03,1246,104,Teclado Mecânico K80,Periféricos,ClickGo,2,362.54,58.01,36.88,703.95,Site,Cartão de Crédito,Curitiba,PR,Entregue
2633,2025-11-14,1196,104,Teclado Mecânico K80,Periféricos,ClickGo,1,336.16,26.89,24.84,334.11,Marketplace,Cartão de Crédito,Florianópolis,SC,Faturado
2634,2025-05-21,1316,104,Teclado Mecânico K80,Periféricos,ClickGo,1,358.3,0.0,12.07,370.37,App,Boleto,Campinas,SP,Faturado
2635,2025-03-02,1131,101,Notebook Pro 14,Notebook,TechMax,1,4209.13,210.46,11.37,4010.04,Marketplace,Cartão de Crédito,Curitiba,PR,Cancelado
2636,2025-11-02,1446,105,Monitor 24 Full HD,Monitores,ViewTop,3,1023.62,0.0,38.62,3109.48,Site,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
2637,2025-10-11,1035,107,Headset Gamer H7,Áudio,SoundBit,1,280.48,14.02,12.29,278.75,Site,Cartão de Crédito,Curitiba,PR,Cancelado
2638,2025-12-03,1281,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1787.06,0.0,48.5,1835.56,Marketplace,Pix,São Paulo,SP,Entregue
2639,2025-02-08,1309,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,113.77,0.0,36.04,149.81,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
2640,2025-04-25,1274,102,Notebook Air 13,Notebook,TechMax,2,3784.04,227.04,22.06,7363.1,Site,Pix,Campinas,SP,Entregue
2641,2025-10-02,1274,109,Smartphone S12,Smartphone,MobiOne,1,2573.63,0.0,28.08,2601.71,Site,Cartão de Crédito,Porto Alegre,RS,Entregue
2642,2025-12-03,1263,101,Notebook Pro 14,Notebook,TechMax,1,4061.22,324.9,21.31,3757.63,Site,Boleto,Porto Alegre,RS,Entregue
2643,2025-11-18,1086,109,Smartphone S12,Smartphone,MobiOne,3,2384.53,0.0,42.09,7195.68,Site,Pix,São Paulo,SP,Entregue
2644,2025-03-28,1428,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,116.95,0.0,33.17,150.12,Marketplace,Boleto,Rio de Janeiro,RJ,Cancelado
2645,2025-06-27,1090,105,Monitor 24 Full HD,Monitores,ViewTop,1,1022.07,81.77,0.92,941.22,App,Cartão de Crédito,Recife,PE,Entregue
2646,2025-01-17,1387,112,Webcam HD Pro,Acessórios,VisionCam,1,251.67,0.0,24.13,275.8,Site,Cartão de Crédito,Belo Horizonte,MG,Cancelado
2647,2025-02-04,1236,107,Headset Gamer H7,Áudio,SoundBit,1,270.73,21.66,8.1,257.17,App,Pix,Rio de Janeiro,RJ,Entregue
2648,2025-08-09,1239,111,Tablet T10,Tablet,MobiOne,3,1469.82,0.0,49.26,4458.72,App,Boleto,Salvador,BA,Cancelado
2649,2025-01-10,1269,106,Monitor 27 QHD,Monitores,ViewTop,3,1596.92,143.72,12.44,4659.48,Marketplace,Cartão de Crédito,Florianópolis,SC,Entregue
2650,2025-06-24,1106,109,Smartphone S12,Smartphone,MobiOne,1,2291.31,114.57,46.0,2222.74,Site,Boleto,Recife,PE,Faturado
2651,2025-02-05,1212,106,Monitor 27 QHD,Monitores,ViewTop,1,1740.89,87.04,19.98,1673.83,Marketplace,Pix,Curitiba,PR,Cancelado
2652,2025-08-04,1250,105,Monitor 24 Full HD,Monitores,ViewTop,1,1004.11,0.0,17.92,1022.03,Site,Cartão de Crédito,Porto Alegre,RS,Entregue
2653,2025-11-12,1443,104,Teclado Mecânico K80,Periféricos,ClickGo,1,368.78,18.44,20.56,370.9,App,Boleto,Salvador,BA,Entregue
2654,2025-12-05,1073,103,Mouse Sem Fio X1,Periféricos,ClickGo,3,114.88,27.57,39.05,356.12,Site,Cartão de Crédito,Curitiba,PR,Entregue
2655,2025-01-21,1239,108,Caixa de Som Mini,Áudio,SoundBit,4,208.82,0.0,7.98,843.26,App,Pix,Curitiba,PR,Entregue
2656,2025-06-24,1213,106,Monitor 27 QHD,Monitores,ViewTop,4,1663.27,199.59,28.94,6482.43,Site,Cartão de Crédito,Belo Horizonte,MG,Entregue
2657,2025-10-06,1028,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,135.63,8.14,16.41,279.53,Marketplace,Pix,Campinas,SP,Entregue
2658,2025-10-03,1151,107,Headset Gamer H7,Áudio,SoundBit,1,285.54,14.28,1.2,272.46,Marketplace,Boleto,Salvador,BA,Cancelado
2659,2025-08-29,1035,109,Smartphone S12,Smartphone,MobiOne,1,2116.07,0.0,0.5,2116.57,Marketplace,Pix,Recife,PE,Entregue
2660,2025-11-02,1052,104,Teclado Mecânico K80,Periféricos,ClickGo,1,332.15,0.0,21.89,354.04,Site,Boleto,Curitiba,PR,Faturado
2661,2025-06-13,1013,112,Webcam HD Pro,Acessórios,VisionCam,2,250.75,0.0,11.52,513.02,App,Cartão de Crédito,Goiânia,GO,Faturado
2662,2025-12-26,1230,111,Tablet T10,Tablet,MobiOne,2,1497.02,0.0,26.55,3020.59,Marketplace,Pix,Goiânia,GO,Faturado
2663,2025-05-22,1168,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1736.43,104.19,35.71,3404.38,Marketplace,Pix,Recife,PE,Cancelado
2664,2025-11-28,1389,101,Notebook Pro 14,Notebook,TechMax,1,4077.26,326.18,48.2,3799.28,Marketplace,Pix,Goiânia,GO,Entregue
2665,2025-03-27,1423,109,Smartphone S12,Smartphone,MobiOne,1,2153.9,107.7,7.03,2053.23,Marketplace,Pix,São Paulo,SP,Entregue
2666,2025-05-08,1073,111,Tablet T10,Tablet,MobiOne,2,1400.53,0.0,32.32,2833.38,Site,Cartão de Crédito,Recife,PE,Entregue
2667,2025-11-03,1113,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1780.24,178.02,0.87,3383.33,Site,Cartão de Crédito,Salvador,BA,Entregue
2668,2025-10-08,1215,105,Monitor 24 Full HD,Monitores,ViewTop,1,904.24,27.13,3.67,880.78,App,Cartão de Crédito,São Paulo,SP,Entregue
2669,2025-09-18,1291,107,Headset Gamer H7,Áudio,SoundBit,3,293.14,43.97,25.88,861.33,Marketplace,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
2670,2025-09-09,1136,101,Notebook Pro 14,Notebook,TechMax,1,4359.4,348.75,8.13,4018.78,App,Pix,Campinas,SP,Faturado
2671,2025-12-22,1345,102,Notebook Air 13,Notebook,TechMax,4,3510.02,1123.21,6.53,12923.4,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Entregue
2672,2025-03-04,1373,102,Notebook Air 13,Notebook,TechMax,2,3697.75,221.86,13.39,7187.03,Marketplace,Pix,Recife,PE,Cancelado
2673,2025-03-21,1270,105,Monitor 24 Full HD,Monitores,ViewTop,2,1053.16,168.51,21.39,1959.2,Site,Boleto,Florianópolis,SC,Entregue
2674,2025-09-12,1399,111,Tablet T10,Tablet,MobiOne,2,1438.39,0.0,0.92,2877.7,Site,Cartão de Crédito,Florianópolis,SC,Cancelado
2675,2025-06-21,1169,101,Notebook Pro 14,Notebook,TechMax,4,4490.7,1437.02,1.65,16527.43,App,Pix,Salvador,BA,Entregue
2676,2025-07-10,1154,108,Caixa de Som Mini,Áudio,SoundBit,1,184.87,0.0,41.51,226.38,Marketplace,Cartão de Crédito,Salvador,BA,Cancelado
2677,2025-11-28,1128,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,126.09,6.3,46.46,166.25,Marketplace,Cartão de Crédito,Goiânia,GO,Entregue
2678,2025-05-10,1381,102,Notebook Air 13,Notebook,TechMax,2,3717.34,371.73,32.31,7095.26,Marketplace,Pix,Goiânia,GO,Entregue
2679,2025-11-14,1125,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1931.04,115.86,49.16,3795.38,Site,Boleto,Porto Alegre,RS,Faturado
2680,2025-01-09,1224,108,Caixa de Som Mini,Áudio,SoundBit,2,189.55,0.0,3.49,382.59,Marketplace,Pix,Campinas,SP,Faturado
2681,2025-02-10,1171,103,Mouse Sem Fio X1,Periféricos,ClickGo,4,124.52,0.0,48.45,546.53,Marketplace,Cartão de Crédito,Salvador,BA,Faturado
2682,2025-01-08,1203,105,Monitor 24 Full HD,Monitores,ViewTop,4,986.56,0.0,17.73,3963.97,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
2683,2025-03-13,1125,107,Headset Gamer H7,Áudio,SoundBit,1,298.19,8.95,13.33,302.57,App,Cartão de Crédito,Salvador,BA,Entregue
2684,2025-10-17,1193,106,Monitor 27 QHD,Monitores,ViewTop,2,1705.07,0.0,41.05,3451.19,Site,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
2685,2025-07-29,1277,102,Notebook Air 13,Notebook,TechMax,1,3546.09,0.0,26.62,3572.71,Marketplace,Pix,Campinas,SP,Entregue
2686,2025-09-02,1242,102,Notebook Air 13,Notebook,TechMax,1,3377.57,270.21,49.66,3157.02,Site,Cartão de Crédito,Rio de Janeiro,RJ,Faturado
2687,2025-11-10,1342,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,114.58,11.46,19.6,237.3,App,Cartão de Crédito,Curitiba,PR,Entregue
2688,2025-12-14,1052,101,Notebook Pro 14,Notebook,TechMax,2,4156.76,249.41,46.8,8110.91,Site,Boleto,Rio de Janeiro,RJ,Entregue
2689,2025-10-15,1405,102,Notebook Air 13,Notebook,TechMax,1,3649.3,182.47,10.54,3477.37,Site,Pix,São Paulo,SP,Entregue
2690,2025-05-17,1150,108,Caixa de Som Mini,Áudio,SoundBit,2,183.38,0.0,1.0,367.76,App,Boleto,Campinas,SP,Cancelado
2691,2025-03-25,1034,102,Notebook Air 13,Notebook,TechMax,2,3684.89,368.49,24.36,7025.65,Marketplace,Boleto,Florianópolis,SC,Entregue
2692,2025-09-06,1311,105,Monitor 24 Full HD,Monitores,ViewTop,1,1051.86,84.15,43.36,1011.07,Site,Boleto,Rio de Janeiro,RJ,Entregue
2693,2025-08-10,1341,105,Monitor 24 Full HD,Monitores,ViewTop,3,938.87,0.0,39.17,2855.78,Site,Boleto,São Paulo,SP,Entregue
2694,2025-08-05,1157,108,Caixa de Som Mini,Áudio,SoundBit,2,186.22,11.17,23.27,384.54,Marketplace,Boleto,Recife,PE,Cancelado
2695,2025-02-12,1407,112,Webcam HD Pro,Acessórios,VisionCam,3,278.45,0.0,29.63,864.98,Marketplace,Boleto,Salvador,BA,Entregue
2696,2025-05-22,1077,106,Monitor 27 QHD,Monitores,ViewTop,1,1674.2,0.0,5.64,1679.84,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
2697,2025-03-31,1449,101,Notebook Pro 14,Notebook,TechMax,1,4342.44,130.27,1.11,4213.28,Site,Cartão de Crédito,Campinas,SP,Cancelado
2698,2025-03-20,1371,102,Notebook Air 13,Notebook,TechMax,1,3533.23,106.0,13.71,3440.94,Site,Pix,Recife,PE,Entregue
2699,2025-06-06,1223,106,Monitor 27 QHD,Monitores,ViewTop,1,1758.42,140.67,23.72,1641.47,Marketplace,Cartão de Crédito,Porto Alegre,RS,Entregue
2700,2025-06-21,1243,111,Tablet T10,Tablet,MobiOne,2,1501.71,90.1,44.02,2957.34,App,Cartão de Crédito,Goiânia,GO,Entregue
2701,2025-04-13,1177,106,Monitor 27 QHD,Monitores,ViewTop,3,1512.92,0.0,20.43,4559.19,Site,Cartão de Crédito,Rio de Janeiro,RJ,Entregue
2702,2025-04-16,1417,101,Notebook Pro 14,Notebook,TechMax,3,3937.57,354.38,8.11,11466.44,Marketplace,Pix,Curitiba,PR,Entregue
2703,2025-02-01,1069,111,Tablet T10,Tablet,MobiOne,2,1480.25,0.0,36.41,2996.91,Marketplace,Boleto,Salvador,BA,Entregue
2704,2025-06-23,1445,112,Webcam HD Pro,Acessórios,VisionCam,2,253.53,0.0,39.28,546.34,App,Cartão de Crédito,Salvador,BA,Cancelado
2705,2025-03-22,1048,101,Notebook Pro 14,Notebook,TechMax,2,4418.41,265.1,39.42,8611.14,Marketplace,Pix,Rio de Janeiro,RJ,Entregue
2706,2025-08-31,1263,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,113.89,0.0,18.35,132.24,App,Pix,São Paulo,SP,Entregue
2707,2025-02-16,1020,105,Monitor 24 Full HD,Monitores,ViewTop,1,983.06,29.49,28.64,982.21,Site,Boleto,Belo Horizonte,MG,Entregue
2708,2025-05-10,1002,106,Monitor 27 QHD,Monitores,ViewTop,2,1725.6,276.1,43.38,3218.48,Site,Pix,Porto Alegre,RS,Entregue
2709,2025-09-19,1171,109,Smartphone S12,Smartphone,MobiOne,1,2170.86,173.67,19.98,2017.17,App,Boleto,Belo Horizonte,MG,Entregue
2710,2025-04-13,1201,112,Webcam HD Pro,Acessórios,VisionCam,2,268.95,16.14,48.82,570.58,App,Boleto,Goiânia,GO,Cancelado
2711,2025-10-15,1395,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1740.84,0.0,35.54,1776.38,App,Cartão de Crédito,Florianópolis,SC,Entregue
2712,2025-08-03,1387,108,Caixa de Som Mini,Áudio,SoundBit,2,182.06,29.13,29.9,364.89,Marketplace,Cartão de Crédito,Florianópolis,SC,Cancelado
2713,2025-06-07,1302,105,Monitor 24 Full HD,Monitores,ViewTop,1,972.13,0.0,36.65,1008.78,App,Cartão de Crédito,Porto Alegre,RS,Entregue
2714,2025-04-12,1293,108,Caixa de Som Mini,Áudio,SoundBit,4,184.72,0.0,41.03,779.91,Site,Pix,Salvador,BA,Cancelado
2715,2025-01-31,1154,110,Smartphone S12 Lite,Smartphone,MobiOne,4,1841.65,0.0,33.6,7400.2,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
2716,2025-02-17,1136,104,Teclado Mecânico K80,Periféricos,ClickGo,2,346.88,20.81,9.0,681.95,Site,Boleto,Florianópolis,SC,Entregue
2717,2025-10-11,1123,104,Teclado Mecânico K80,Periféricos,ClickGo,1,368.35,29.47,49.43,388.31,Marketplace,Cartão de Crédito,São Paulo,SP,Entregue
2718,2025-09-29,1275,107,Headset Gamer H7,Áudio,SoundBit,1,266.2,0.0,36.41,302.61,App,Pix,São Paulo,SP,Entregue
2719,2025-03-18,1340,101,Notebook Pro 14,Notebook,TechMax,2,4214.8,0.0,41.46,8471.06,Site,Pix,Goiânia,GO,Cancelado
2720,2025-06-24,1438,110,Smartphone S12 Lite,Smartphone,MobiOne,2,1830.37,183.04,1.15,3478.85,Site,Pix,Belo Horizonte,MG,Faturado
2721,2025-09-07,1336,109,Smartphone S12,Smartphone,MobiOne,1,2101.3,0.0,45.78,2147.08,Site,Cartão de Crédito,Porto Alegre,RS,Cancelado
2722,2025-05-24,1332,111,Tablet T10,Tablet,MobiOne,1,1396.26,0.0,0.01,1396.27,Site,Pix,Salvador,BA,Entregue
2723,2025-06-07,1087,101,Notebook Pro 14,Notebook,TechMax,1,3810.03,0.0,6.37,3816.4,App,Pix,Campinas,SP,Entregue
2724,2025-03-19,1219,111,Tablet T10,Tablet,MobiOne,3,1532.72,0.0,7.48,4605.64,Site,Boleto,Curitiba,PR,Entregue
2725,2025-10-31,1159,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,118.34,0.0,45.29,163.63,App,Boleto,Porto Alegre,RS,Entregue
2726,2025-06-17,1448,109,Smartphone S12,Smartphone,MobiOne,1,2356.59,117.83,43.41,2282.17,Site,Cartão de Crédito,Campinas,SP,Entregue
2727,2025-06-05,1059,104,Teclado Mecânico K80,Periféricos,ClickGo,2,389.14,0.0,4.58,782.86,Marketplace,Pix,Campinas,SP,Entregue
2728,2025-02-10,1063,102,Notebook Air 13,Notebook,TechMax,4,3664.31,0.0,49.88,14707.12,Marketplace,Boleto,Goiânia,GO,Cancelado
2729,2025-05-08,1404,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1726.06,0.0,5.14,1731.2,Site,Pix,Curitiba,PR,Entregue
2730,2025-09-12,1129,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,126.28,0.0,0.16,126.44,App,Cartão de Crédito,Salvador,BA,Cancelado
2731,2025-02-08,1075,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1905.54,0.0,33.79,1939.33,Marketplace,Cartão de Crédito,Campinas,SP,Entregue
2732,2025-12-15,1388,109,Smartphone S12,Smartphone,MobiOne,1,2338.52,116.93,33.79,2255.38,App,Pix,Goiânia,GO,Entregue
2733,2025-09-06,1054,101,Notebook Pro 14,Notebook,TechMax,3,3976.34,0.0,25.52,11954.54,App,Pix,Porto Alegre,RS,Entregue
2734,2025-02-16,1327,104,Teclado Mecânico K80,Periféricos,ClickGo,1,346.3,27.7,33.57,352.17,Marketplace,Boleto,Rio de Janeiro,RJ,Cancelado
2735,2025-07-21,1286,112,Webcam HD Pro,Acessórios,VisionCam,1,274.96,8.25,15.89,282.6,Marketplace,Pix,Campinas,SP,Entregue
2736,2025-10-24,1019,106,Monitor 27 QHD,Monitores,ViewTop,1,1603.21,80.16,40.0,1563.05,Marketplace,Cartão de Crédito,Porto Alegre,RS,Faturado
2737,2025-11-26,1341,101,Notebook Pro 14,Notebook,TechMax,2,4300.49,0.0,38.42,8639.4,Marketplace,Boleto,Florianópolis,SC,Faturado
2738,2025-01-28,1442,106,Monitor 27 QHD,Monitores,ViewTop,1,1530.8,0.0,0.01,1530.81,Marketplace,Cartão de Crédito,Salvador,BA,Entregue
2739,2025-11-21,1070,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,130.25,0.0,37.41,167.66,Marketplace,Pix,Campinas,SP,Cancelado
2740,2025-02-28,1320,109,Smartphone S12,Smartphone,MobiOne,2,2462.29,0.0,3.32,4927.9,Site,Boleto,Goiânia,GO,Faturado
2741,2025-10-14,1421,106,Monitor 27 QHD,Monitores,ViewTop,2,1541.09,0.0,19.45,3101.63,Marketplace,Pix,Belo Horizonte,MG,Cancelado
2742,2025-12-06,1341,101,Notebook Pro 14,Notebook,TechMax,1,4149.86,0.0,17.66,4167.52,Site,Boleto,Campinas,SP,Entregue
2743,2025-06-25,1175,105,Monitor 24 Full HD,Monitores,ViewTop,1,945.26,0.0,43.43,988.69,Marketplace,Cartão de Crédito,Salvador,BA,Entregue
2744,2025-02-16,1158,109,Smartphone S12,Smartphone,MobiOne,1,2629.96,0.0,16.21,2646.17,App,Pix,Porto Alegre,RS,Entregue
2745,2025-09-30,1168,107,Headset Gamer H7,Áudio,SoundBit,1,252.9,0.0,24.21,277.11,Site,Boleto,São Paulo,SP,Entregue
2746,2025-11-02,1059,102,Notebook Air 13,Notebook,TechMax,1,3501.15,0.0,7.36,3508.51,Site,Pix,Rio de Janeiro,RJ,Entregue
2747,2025-01-14,1296,106,Monitor 27 QHD,Monitores,ViewTop,1,1520.04,45.6,8.98,1483.42,Site,Boleto,Porto Alegre,RS,Entregue
2748,2025-06-08,1160,102,Notebook Air 13,Notebook,TechMax,1,3526.73,0.0,23.78,3550.51,App,Boleto,Belo Horizonte,MG,Entregue
2749,2025-02-17,1337,102,Notebook Air 13,Notebook,TechMax,2,3673.87,0.0,38.07,7385.81,Marketplace,Cartão de Crédito,Goiânia,GO,Cancelado
2750,2025-05-12,1048,107,Headset Gamer H7,Áudio,SoundBit,2,277.61,0.0,44.22,599.44,App,Pix,São Paulo,SP,Entregue
2751,2025-04-30,1049,105,Monitor 24 Full HD,Monitores,ViewTop,1,967.17,0.0,25.11,992.28,App,Cartão de Crédito,São Paulo,SP,Faturado
2752,2025-09-02,1415,102,Notebook Air 13,Notebook,TechMax,1,4056.52,324.52,27.95,3759.95,Marketplace,Pix,Recife,PE,Entregue
2753,2025-08-19,1303,109,Smartphone S12,Smartphone,MobiOne,2,2367.04,0.0,37.39,4771.47,App,Cartão de Crédito,Campinas,SP,Entregue
2754,2025-10-17,1333,102,Notebook Air 13,Notebook,TechMax,1,3517.7,105.53,0.41,3412.58,App,Boleto,Porto Alegre,RS,Entregue
2755,2025-08-29,1374,102,Notebook Air 13,Notebook,TechMax,4,3705.86,1185.88,13.49,13651.05,App,Cartão de Crédito,São Paulo,SP,Entregue
2756,2025-04-19,1003,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,110.18,0.0,43.8,153.98,App,Boleto,Goiânia,GO,Entregue
2757,2025-01-08,1281,105,Monitor 24 Full HD,Monitores,ViewTop,1,947.91,28.44,28.08,947.55,Site,Cartão de Crédito,Florianópolis,SC,Entregue
2758,2025-04-18,1423,107,Headset Gamer H7,Áudio,SoundBit,3,265.83,63.8,46.01,779.7,App,Pix,Belo Horizonte,MG,Entregue
2759,2025-02-08,1211,106,Monitor 27 QHD,Monitores,ViewTop,3,1603.26,384.78,11.58,4436.58,App,Pix,Rio de Janeiro,RJ,Cancelado
2760,2025-05-01,1131,105,Monitor 24 Full HD,Monitores,ViewTop,1,1091.34,32.74,32.07,1090.67,App,Boleto,Belo Horizonte,MG,Entregue
2761,2025-10-03,1303,108,Caixa de Som Mini,Áudio,SoundBit,1,188.34,9.42,23.24,202.16,Site,Boleto,São Paulo,SP,Entregue
2762,2025-04-19,1062,105,Monitor 24 Full HD,Monitores,ViewTop,1,1046.65,31.4,23.81,1039.06,App,Cartão de Crédito,Rio de Janeiro,RJ,Cancelado
2763,2025-12-11,1382,103,Mouse Sem Fio X1,Periféricos,ClickGo,1,122.85,0.0,15.8,138.65,Site,Boleto,São Paulo,SP,Entregue
2764,2025-11-05,1142,102,Notebook Air 13,Notebook,TechMax,1,3516.82,0.0,1.88,3518.7,Site,Boleto,Salvador,BA,Entregue
2765,2025-08-02,1212,101,Notebook Pro 14,Notebook,TechMax,1,4526.3,226.32,32.63,4332.61,Site,Pix,Belo Horizonte,MG,Faturado
2766,2025-03-07,1371,104,Teclado Mecânico K80,Periféricos,ClickGo,1,364.55,10.94,37.53,391.14,App,Cartão de Crédito,Recife,PE,Entregue
2767,2025-08-16,1338,106,Monitor 27 QHD,Monitores,ViewTop,3,1629.18,0.0,13.68,4901.22,App,Boleto,Porto Alegre,RS,Entregue
2768,2025-05-11,1106,105,Monitor 24 Full HD,Monitores,ViewTop,1,948.65,0.0,22.06,970.71,Marketplace,Pix,Recife,PE,Entregue
2769,2025-01-24,1141,104,Teclado Mecânico K80,Periféricos,ClickGo,4,356.91,0.0,17.37,1445.01,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Entregue
2770,2025-03-22,1082,105,Monitor 24 Full HD,Monitores,ViewTop,3,968.61,232.47,20.76,2694.12,Site,Cartão de Crédito,São Paulo,SP,Entregue
2771,2025-02-08,1212,112,Webcam HD Pro,Acessórios,VisionCam,2,279.39,0.0,32.45,591.23,Site,Pix,Recife,PE,Entregue
2772,2025-12-30,1219,103,Mouse Sem Fio X1,Periféricos,ClickGo,2,117.1,7.03,17.37,244.54,Site,Pix,Curitiba,PR,Entregue
2773,2025-09-30,1156,109,Smartphone S12,Smartphone,MobiOne,4,2435.42,0.0,20.77,9762.45,App,Cartão de Crédito,Campinas,SP,Entregue
2774,2025-12-03,1200,108,Caixa de Som Mini,Áudio,SoundBit,2,192.97,0.0,12.04,397.98,Marketplace,Cartão de Crédito,Belo Horizonte,MG,Entregue
2775,2025-07-09,1009,108,Caixa de Som Mini,Áudio,SoundBit,4,212.27,42.45,20.36,826.99,Site,Boleto,Belo Horizonte,MG,Entregue
2776,2025-01-23,1261,108,Caixa de Som Mini,Áudio,SoundBit,1,196.72,15.74,24.08,205.06,App,Cartão de Crédito,Salvador,BA,Cancelado
2777,2025-05-27,1131,102,Notebook Air 13,Notebook,TechMax,2,3237.68,0.0,23.08,6498.44,App,Cartão de Crédito,Curitiba,PR,Cancelado
2778,2025-05-01,1011,105,Monitor 24 Full HD,Monitores,ViewTop,2,986.51,157.84,35.15,1850.33,Site,Boleto,Goiânia,GO,Entregue
2779,2025-01-27,1415,102,Notebook Air 13,Notebook,TechMax,2,3642.87,364.29,37.64,6959.09,Site,Boleto,Belo Horizonte,MG,Entregue
2780,2025-10-22,1271,109,Smartphone S12,Smartphone,MobiOne,1,2299.11,0.0,12.44,2311.55,Site,Cartão de Crédito,Florianópolis,SC,Entregue
2781,2025-12-22,1175,101,Notebook Pro 14,Notebook,TechMax,3,4017.09,0.0,11.59,12062.86,Site,Pix,Porto Alegre,RS,Cancelado
2782,2025-09-17,1370,104,Teclado Mecânico K80,Periféricos,ClickGo,1,384.12,0.0,1.97,386.09,Marketplace,Pix,Rio de Janeiro,RJ,Entregue
2783,2025-12-10,1343,112,Webcam HD Pro,Acessórios,VisionCam,1,274.47,21.96,28.3,280.81,App,Boleto,Curitiba,PR,Entregue
2784,2025-05-16,1242,110,Smartphone S12 Lite,Smartphone,MobiOne,1,1828.11,0.0,14.37,1842.48,App,Cartão de Crédito,Porto Alegre,RS,Entregue
2785,2025-06-27,1183,104,Teclado Mecânico K80,Periféricos,ClickGo,1,346.98,17.35,3.55,333.18,Marketplace,Cartão de Crédito,Porto Alegre,RS,Entregue
2786,2025-11-04,1221,109,Smartphone S12,Smartphone,MobiOne,4,2485.77,0.0,42.65,9985.73,App,Cartão de Crédito,Porto Alegre,RS,Entregue
2787,2025-02-21,1071,112,Webcam HD Pro,Acessórios,VisionCam,1,271.59,13.58,13.98,271.99,Site,Pix,Campinas,SP,Cancelado
2788,2025-09-09,1274,101,Notebook Pro 14,Notebook,TechMax,4,4147.68,497.72,20.81,16113.81,App,Cartão de Crédito,Belo Horizonte,MG,Entregue
2789,2025-11-04,1114,102,Notebook Air 13,Notebook,TechMax,4,3425.16,0.0,41.61,13742.25,App,Cartão de Crédito,Goiânia,GO,Entregue
2790,2025-05-20,1132,104,Teclado Mecânico K80,Periféricos,ClickGo,1,315.45,15.77,30.74,330.42,Site,Boleto,Porto Alegre,RS,Faturado
2791,2025-11-18,1231,107,Headset Gamer H7,Áudio,SoundBit,2,287.62,0.0,20.88,596.12,Site,Cartão de Crédito,Campinas,SP,Cancelado
2792,2025-09-13,1413,106,Monitor 27 QHD,Monitores,ViewTop,1,1438.94,115.12,23.05,1346.87,Marketplace,Boleto,Belo Horizonte,MG,Faturado
2793,2025-01-15,1353,109,Smartphone S12,Smartphone,MobiOne,1,2405.01,192.4,21.18,2233.79,Marketplace,Boleto,Belo Horizonte,MG,Entregue
2794,2025-03-16,1408,103,Mouse Sem Fio X1,Periféricos,ClickGo,4,113.14,0.0,34.41,486.97,Marketplace,Pix,São Paulo,SP,Entregue
2795,2025-12-30,1143,102,Notebook Air 13,Notebook,TechMax,1,3854.04,0.0,20.5,3874.54,Site,Pix,Campinas,SP,Cancelado
2796,2025-08-20,1285,112,Webcam HD Pro,Acessórios,VisionCam,2,270.21,0.0,18.76,559.18,App,Cartão de Crédito,Porto Alegre,RS,Entregue
2797,2025-12-27,1099,101,Notebook Pro 14,Notebook,TechMax,1,4010.79,120.32,0.67,3891.14,Site,Cartão de Crédito,Campinas,SP,Entregue
